epoch,train_loss,train_acc1,val_loss,val_acc1,lr
0,0.9322140826119317,69.75694444444444,0.5468359748522441,88.19444444444444,0.0009990133642141358
1,0.5878422670894199,81.84027777777777,0.4244306061002943,89.16666666666667,0.000996057350657239
2,0.4804211186038123,85.03472222222223,0.3840122991138034,89.58333333333333,0.0009911436253643444
3,0.44450962477260164,85.38194444444444,0.339163162973192,89.86111111111111,0.0009842915805643156
4,0.41722375088267855,85.45138888888889,0.6490653607580397,90.41666666666667,0.0009755282581475769
5,0.3930683811505636,86.66666666666667,0.36205409500333996,90.97222222222223,0.0009648882429441258
6,0.41161836319499545,85.17361111111111,0.6478313717577192,91.52777777777777,0.0009524135262330099
7,0.3907138102584415,86.07638888888889,0.4643962840239207,91.66666666666667,0.0009381533400219318
8,0.367382741967837,86.77083333333333,0.30991560022036235,91.25,0.0009221639627510075
9,0.36080253885851965,87.98611111111111,0.9176136275132497,91.66666666666667,0.0009045084971874736
10,0.3558227741056018,87.77777777777777,0.5433358318275876,91.52777777777777,0.0008852566213878945
11,0.36628686222765183,86.875,0.5826305740409428,92.36111111111111,0.0008644843137107056
12,0.352529090974066,87.25694444444444,0.3185469799571567,91.94444444444444,0.0008422735529643443
13,0.3379214521911409,87.70833333333333,0.3157988919152154,92.36111111111111,0.0008187119948743448
14,0.3490054796139399,87.39583333333333,0.7902761863337623,92.22222222222223,0.0007938926261462366
15,0.3399259782499737,88.19444444444444,0.3215709891584184,92.36111111111111,0.0007679133974894982
16,0.3465318712923262,87.53472222222223,0.847370849053065,92.5,0.0007408768370508576
17,0.3443303535381953,87.60416666666667,0.43416107495625816,92.36111111111111,0.0007128896457825362
18,0.3463235557079315,87.95138888888889,0.2520262400309245,92.22222222222223,0.0006840622763423389
19,0.3506878465414047,87.53472222222223,0.7542597389883465,92.5,0.0006545084971874735
20,0.3309493955638674,87.60416666666667,0.4969869189792209,92.91666666666667,0.0006243449435824271
21,0.3224763701359431,88.22916666666667,0.2921342230505414,92.77777777777777,0.0005936906572928622
22,0.3286054684056176,88.47222222222223,0.8848256213797463,92.77777777777777,0.000562666616782152
23,0.3413575341304143,87.84722222222223,1.063456686668926,92.63888888888889,0.0005313952597646566
24,0.33425165017445885,88.40277777777777,0.7379022598266601,93.05555555555556,0.0004999999999999998
25,0.3293855547904968,88.71527777777777,0.24871147407425775,92.91666666666667,0.00046860474023534314
26,0.3308288709984885,88.05555555555556,0.4420623607105679,93.05555555555556,0.00043733338321784774
27,0.32150885661443074,89.16666666666667,0.5884035206503339,93.33333333333333,0.00040630934270713756
28,0.31454732285605536,88.92361111111111,0.6614712129036585,93.75,0.00037565505641757246
29,0.3238600899775823,88.09027777777777,0.615079825785425,92.63888888888889,0.00034549150281252633
30,0.32006051937739055,88.57638888888889,0.6260200500488281,92.5,0.00031593772365766105
31,0.32748421529928845,88.64583333333333,0.3027982768085268,93.19444444444444,0.00028711035421746355
32,0.3160986602306366,88.75,0.7710799253649182,93.05555555555556,0.0002591231629491422
33,0.31898432506455315,88.26388888888889,0.5897926059034135,93.05555555555556,0.00023208660251050145
34,0.3211899472607507,88.57638888888889,0.7124311751789517,93.47222222222223,0.00020610737385376337
35,0.3096113542715708,89.13194444444444,0.6412765122122235,92.77777777777777,0.00018128800512565502
36,0.3163797285821703,88.47222222222223,0.605769807100296,93.33333333333333,0.00015772644703565555
37,0.33689834541744657,87.95138888888889,0.3166650907860862,92.91666666666667,0.00013551568628929425
38,0.322761487795247,88.54166666666667,0.3525824758741591,93.19444444444444,0.00011474337861210535
39,0.3094471600320604,89.58333333333333,0.6841345250606536,93.33333333333333,9.549150281252626e-05
40,0.3387975106636683,88.50694444444444,0.36821932825777265,92.91666666666667,7.783603724899252e-05
41,0.3370008773273892,87.88194444444444,0.6973818057113224,92.91666666666667,6.184665997806817e-05
42,0.32320068726936974,88.26388888888889,0.5882581836647458,92.91666666666667,4.7586473766990294e-05
43,0.31194581521881953,89.09722222222223,0.9033236980438233,93.05555555555556,3.5111757055874305e-05
44,0.33549283577336203,88.47222222222223,0.28074352376990847,93.05555555555556,2.4471741852423218e-05
45,0.31619975301954484,88.99305555555556,0.8287599464257558,92.91666666666667,1.5708419435684507e-05
46,0.32329670190811155,88.29861111111111,0.4774529500140084,92.63888888888889,8.856374635655634e-06
47,0.31665013134479525,89.16666666666667,0.46103828185134466,93.05555555555556,3.942649342761115e-06
48,0.31806630823347304,89.02777777777777,0.24489274124304453,93.19444444444444,9.866357858642198e-07
49,0.32166147662533656,87.91666666666667,0.3839147388935089,92.77777777777777,0.0
